,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Num_of_Routes_Covered,Month,Duration_min,Season,1_Long_layover,Change_airports,Business_class,Flight_Dept_Slot,Day_of_Dept,Is_Weekend,Price_capped,Arrival_Hour,Journey_Month,Price_Category,Route_Pair,Airline_enc,Source_enc,Destination_enc,Season_enc,Flight_Dept_Slot_enc
2615,IndiGo,2019-06-24,Kolkata,Banglore,CCU → BLR,1900-01-01 20:20:00,2026-02-07 22:55:00,2h 35m,0,No info,4804,1,6,155,Monsoon,0,0,0,Evng,Monday,0,4804.0,22,6,Low,Kolkata → Banglore,3,3,0,0,1
2616,SpiceJet,2019-04-12,Banglore,Delhi,BLR → DEL,1900-01-01 05:55:00,2026-02-07 08:35:00,2h 40m,0,No check-in baggage included,4319,1,4,160,Summer,0,0,0,Mrng,Friday,0,4319.0,8,4,Low,Banglore → Delhi,7,0,2,1,2
2617,Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,1900-01-01 21:50:00,2026-02-07 19:00:00,21h 10m,1,No info,16079,2,5,1270,Summer,0,0,0,Nyt,Monday,0,16079.0,19,5,Very High,Delhi → Cochin,4,2,1,1,3
2619,IndiGo,2019-03-09,Delhi,Cochin,DEL → BOM → COK,1900-01-01 17:30:00,2026-02-07 01:35:00,8h 5m,1,No info,12351,2,3,485,Summer,0,0,0,Evng,Saturday,1,12351.0,1,3,Very High,Delhi → Cochin,3,2,1,1,1
2620,Jet Airways,2019-05-06,Kolkata,Banglore,CCU → DEL → BLR,1900-01-01 17:00:00,2026-02-07 19:10:00,26h 10m,1,No info,13067,2,5,1570,Summer,0,0,0,Evng,Monday,0,13067.0,19,5,Very High,Kolkata → Banglore,4,3,0,1,1
2621,Jet Airways,2019-03-12,Banglore,New Delhi,BLR → BOM → DEL,1900-01-01 18:55:00,2026-02-07 07:40:00,12h 45m,1,No info,13817,2,3,765,Summer,0,0,0,Evng,Tuesday,0,13817.0,7,3,Very High,Banglore → New Delhi,4,0,5,1,1
2622,SpiceJet,2019-05-21,Banglore,Delhi,BLR → DEL,1900-01-01 21:10:00,2026-02-07 00:05:00,2h 55m,0,No info,3625,1,5,175,Summer,0,0,0,Nyt,Tuesday,0,3625.0,0,5,Low,Banglore → Delhi,7,0,2,1,3
2623,Air India,2019-03-12,Mumbai,Hyderabad,BOM → JDH → JAI → DEL → HYD,1900-01-01 09:40:00,2026-02-07 15:15:00,29h 35m,3,No info,18293,4,3,1775,Summer,0,0,0,Mrng,Tuesday,0,18293.0,15,3,Very High,Mumbai → Hyderabad,1,4,3,1,2
2624,Vistara,2019-04-01,Banglore,Delhi,BLR → DEL,1900-01-01 19:30:00,2026-02-07 22:15:00,2h 45m,0,No info,5613,1,4,165,Summer,0,0,0,Evng,Monday,0,5613.0,22,4,Medium,Banglore → Delhi,9,0,2,1,1
2625,Air India,2019-03-06,Delhi,Cochin,DEL → BLR → COK,1900-01-01 06:10:00,2026-02-07 08:15:00,26h 5m,1,No info,11038,2,3,1565,Summer,0,0,0,Mrng,Wednesday,0,11038.0,8,3,High,Delhi → Cochin,1,2,1,1,2
2626,IndiGo,2019-04-03,Banglore,Delhi,BLR → DEL,1900-01-01 06:05:00,2026-02-07 08:50:00,2h 45m,0,No info,4077,1,4,165,Summer,0,0,0,Mrng,Wednesday,0,4077.0,8,4,Low,Banglore → Delhi,3,0,2,1,2
2627,Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,1900-01-01 08:00:00,2026-02-07 21:00:00,13h,1,No info,6883,2,3,780,Summer,0,0,0,Mrng,Wednesday,0,6883.0,21,3,Medium,Delhi → Cochin,5,2,1,1,2
2628,Air India,2019-03-03,Banglore,New Delhi,BLR → DEL,1900-01-01 17:00:00,2026-02-07 19:45:00,2h 45m,0,No info,19508,1,3,165,Summer,0,0,0,Evng,Sunday,1,18766.85,19,3,Very High,Banglore → New Delhi,1,0,5,1,1
2629,Air India,2019-03-15,Banglore,New Delhi,BLR → BOM → DEL,1900-01-01 08:50:00,2026-02-07 23:15:00,14h 25m,1,No info,8714,2,3,865,Summer,0,0,0,Mrng,Friday,0,8714.0,23,3,High,Banglore → New Delhi,1,0,5,1,2
2630,IndiGo,2019-05-01,Kolkata,Banglore,CCU → BLR,1900-01-01 04:40:00,2026-02-07 07:15:00,2h 35m,0,No info,4804,1,5,155,Summer,0,0,0,Nyt,Wednesday,0,4804.0,7,5,Low,Kolkata → Banglore,3,3,0,1,3
2631,Multiple carriers,2019-03-03,Delhi,Cochin,DEL → BOM → COK,1900-01-01 08:00:00,2026-02-07 15:30:00,7h 30m,1,No info,15078,2,3,450,Summer,0,0,0,Mrng,Sunday,1,15078.0,15,3,Very High,Delhi → Cochin,5,2,1,1,2
2632,SpiceJet,2019-04-21,Kolkata,Banglore,CCU → BLR,1900-01-01 17:10:00,2026-02-07 19:40:00,2h 30m,0,No check-in baggage included,4807,1,4,150,Summer,0,0,0,Evng,Sunday,1,4807.0,19,4,Low,Kolkata → Banglore,7,3,0,1,1
2633,Multiple carriers,2019-03-06,Delhi,Cochin,DEL → GWL → IDR → BOM → COK,1900-01-01 11:35:00,2026-02-07 21:00:00,9h 25m,3,No info,21829,4,3,565,Summer,0,0,0,Mrng,Wednesday,0,18766.85,21,3,Very High,Delhi → Cochin,5,2,1,1,2
2634,Vistara,2019-03-24,Banglore,New Delhi,BLR → DEL,1900-01-01 11:30:00,2026-02-07 14:10:00,2h 40m,0,No info,5403,1,3,160,Summer,0,0,0,Mrng,Sunday,1,5403.0,14,3,Medium,Banglore → New Delhi,9,0,5,1,2
2636,GoAir,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 23:30:00,2026-02-07 07:45:00,8h 15m,1,No info,7335,2,5,495,Summer,0,0,0,Nyt,Saturday,1,7335.0,7,5,Medium,Kolkata → Banglore,2,3,0,1,3
2637,Jet Airways,2019-03-27,Delhi,Cochin,DEL → MAA → BOM → COK,1900-01-01 17:35:00,2026-02-07 04:25:00,10h 50m,2,In-flight meal not included,9412,3,3,650,Summer,0,0,0,Evng,Wednesday,0,9412.0,4,3,High,Delhi → Cochin,4,2,1,1,1
2638,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 08:25:00,2026-02-07 19:50:00,11h 25m,1,In-flight meal not included,10844,2,5,685,Summer,0,0,0,Mrng,Tuesday,0,10844.0,19,5,High,Kolkata → Banglore,4,3,0,1,2
2639,IndiGo,2019-06-06,Banglore,Delhi,BLR → DEL,1900-01-01 18:55:00,2026-02-07 21:50:00,2h 55m,0,No info,4990,1,6,175,Monsoon,0,0,0,Evng,Thursday,0,4990.0,21,6,Low,Banglore → Delhi,3,0,2,0,1
2640,Jet Airways,2019-05-27,Delhi,Cochin,DEL → AMD → BOM → COK,1900-01-01 23:05:00,2026-02-07 04:25:00,29h 20m,2,No info,16704,3,5,1760,Summer,0,0,0,Nyt,Monday,0,16704.0,4,5,Very High,Delhi → Cochin,4,2,1,1,3
2641,Air India,2019-04-09,Delhi,Cochin,DEL → NAG → BOM → COK,1900-01-01 05:55:00,2026-02-07 19:15:00,37h 20m,2,No info,7711,3,4,2240,Summer,0,0,0,Mrng,Tuesday,0,7711.0,19,4,Medium,Delhi → Cochin,1,2,1,1,2
2642,Jet Airways,2019-06-03,Delhi,Cochin,DEL → BOM → COK,1900-01-01 17:30:00,2026-02-07 04:25:00,10h 55m,1,In-flight meal not included,10262,2,6,655,Monsoon,0,0,0,Evng,Monday,0,10262.0,4,6,High,Delhi → Cochin,4,2,1,0,1
2643,Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,1900-01-01 12:50:00,2026-02-07 21:00:00,8h 10m,1,In-flight meal not included,6007,2,6,490,Monsoon,0,0,0,Aft,Monday,0,6007.0,21,6,Medium,Delhi → Cochin,5,2,1,0,0
2644,Air India,2019-04-01,Kolkata,Banglore,CCU → BOM → AMD → BLR,1900-01-01 09:25:00,2026-02-07 05:25:00,20h,2,No info,12219,3,4,1200,Summer,0,0,0,Mrng,Monday,0,12219.0,5,4,High,Kolkata → Banglore,1,3,0,1,2
2645,GoAir,2019-05-01,Banglore,Delhi,BLR → DEL,1900-01-01 20:55:00,2026-02-07 23:40:00,2h 45m,0,No info,3898,1,5,165,Summer,0,0,0,Evng,Wednesday,0,3898.0,23,5,Low,Banglore → Delhi,2,0,2,1,1
2646,Jet Airways,2019-05-06,Kolkata,Banglore,CCU → DEL → BLR,1900-01-01 17:00:00,2026-02-07 22:05:00,29h 5m,1,No info,11467,2,5,1745,Summer,0,0,0,Evng,Monday,0,11467.0,22,5,High,Kolkata → Banglore,4,3,0,1,1
2647,Air India,2019-05-18,Kolkata,Banglore,CCU → JAI → DEL → BLR,1900-01-01 08:20:00,2026-02-07 20:25:00,12h 5m,2,No info,12534,3,5,725,Summer,0,0,0,Mrng,Saturday,1,12534.0,20,5,Very High,Kolkata → Banglore,1,3,0,1,2
2648,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 08:25:00,2026-02-07 18:15:00,9h 50m,1,In-flight meal not included,10844,2,6,590,Monsoon,0,0,0,Mrng,Thursday,0,10844.0,18,6,High,Kolkata → Banglore,4,3,0,0,2
2649,SpiceJet,2019-03-24,Banglore,New Delhi,BLR → DEL,1900-01-01 05:45:00,2026-02-07 08:35:00,2h 50m,0,No info,4377,1,3,170,Summer,0,0,0,Mrng,Sunday,1,4377.0,8,3,Low,Banglore → New Delhi,7,0,5,1,2
2650,Vistara,2019-06-09,Chennai,Kolkata,MAA → CCU,1900-01-01 17:45:00,2026-02-07 20:05:00,2h 20m,0,No info,11982,1,6,140,Monsoon,0,0,0,Evng,Sunday,1,11982.0,20,6,High,Chennai → Kolkata,9,1,4,0,1
2651,SpiceJet,2019-06-09,Banglore,Delhi,BLR → DEL,1900-01-01 09:30:00,2026-02-07 12:20:00,2h 50m,0,No info,4423,1,6,170,Monsoon,0,0,0,Mrng,Sunday,1,4423.0,12,6,Low,Banglore → Delhi,7,0,2,0,2
2652,Jet Airways,2019-03-03,Delhi,Cochin,DEL → BOM → COK,1900-01-01 19:15:00,2026-02-07 04:25:00,9h 10m,1,No info,17234,2,3,550,Summer,0,0,0,Evng,Sunday,1,17234.0,4,3,Very High,Delhi → Cochin,4,2,1,1,1
2653,Vistara,2019-04-01,Kolkata,Banglore,CCU → DEL → BLR,1900-01-01 07:10:00,2026-02-07 22:55:00,15h 45m,1,No info,8295,2,4,945,Summer,0,0,0,Mrng,Monday,0,8295.0,22,4,High,Kolkata → Banglore,9,3,0,1,2
2654,Jet Airways,2019-03-06,Delhi,Cochin,DEL → JAI → BOM → COK,1900-01-01 05:30:00,2026-02-07 19:45:00,38h 15m,2,In-flight meal not included,15864,3,3,2295,Summer,0,0,0,Mrng,Wednesday,0,15864.0,19,3,Very High,Delhi → Cochin,4,2,1,1,2
2655,GoAir,2019-05-27,Banglore,Delhi,BLR → DEL,1900-01-01 11:40:00,2026-02-07 14:30:00,2h 50m,0,No info,3398,1,5,170,Summer,0,0,0,Mrng,Monday,0,3398.0,14,5,Low,Banglore → Delhi,2,0,2,1,2
2656,Multiple carriers,2019-06-09,Delhi,Cochin,DEL → BOM → COK,1900-01-01 13:00:00,2026-02-07 01:30:00,12h 30m,1,No info,7198,2,6,750,Monsoon,0,0,0,Aft,Sunday,1,7198.0,1,6,Medium,Delhi → Cochin,5,2,1,0,0
2657,Jet Airways,2019-04-06,Banglore,Delhi,BLR → DEL,1900-01-01 06:00:00,2026-02-07 08:45:00,2h 45m,0,No info,7229,1,4,165,Summer,0,0,0,Mrng,Saturday,1,7229.0,8,4,Medium,Banglore → Delhi,4,0,2,1,2
2658,Jet Airways,2019-06-12,Delhi,Cochin,DEL → JAI → BOM → COK,1900-01-01 05:30:00,2026-02-07 04:25:00,22h 55m,2,No info,13014,3,6,1375,Monsoon,0,0,0,Mrng,Wednesday,0,13014.0,4,6,Very High,Delhi → Cochin,4,2,1,0,2
2659,Air India,2019-05-09,Kolkata,Banglore,CCU → MAA → BLR,1900-01-01 14:35:00,2026-02-07 14:35:00,24h,1,No info,6528,2,5,1440,Summer,0,0,0,Aft,Thursday,0,6528.0,14,5,Medium,Kolkata → Banglore,1,3,0,1,0
2660,Jet Airways,2019-06-12,Delhi,Cochin,DEL → IDR → BOM → COK,1900-01-01 09:35:00,2026-02-07 12:35:00,27h,2,No info,13292,3,6,1620,Monsoon,0,0,0,Mrng,Wednesday,0,13292.0,12,6,Very High,Delhi → Cochin,4,2,1,0,2
2662,Air India,2019-06-15,Delhi,Cochin,DEL → BHO → BOM → COK,1900-01-01 20:00:00,2026-02-07 19:15:00,23h 15m,2,No info,11071,3,6,1395,Monsoon,0,0,0,Evng,Saturday,1,11071.0,19,6,High,Delhi → Cochin,1,2,1,0,1
2663,SpiceJet,2019-04-21,Kolkata,Banglore,CCU → BLR,1900-01-01 06:55:00,2026-02-07 09:30:00,2h 35m,0,No info,4174,1,4,155,Summer,0,0,0,Mrng,Sunday,1,4174.0,9,4,Low,Kolkata → Banglore,7,3,0,1,2
2664,Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,1900-01-01 04:00:00,2026-02-07 18:50:00,14h 50m,1,No info,11299,2,3,890,Summer,0,0,0,Nyt,Wednesday,0,11299.0,18,3,High,Delhi → Cochin,5,2,1,1,3
2665,Jet Airways,2019-05-18,Delhi,Cochin,DEL → BOM → COK,1900-01-01 19:45:00,2026-02-07 12:35:00,16h 50m,1,In-flight meal not included,12373,2,5,1010,Summer,0,0,0,Evng,Saturday,1,12373.0,12,5,Very High,Delhi → Cochin,4,2,1,1,1
2666,Air India,2019-03-01,Banglore,New Delhi,BLR → CCU → DEL,1900-01-01 05:50:00,2026-02-07 09:15:00,27h 25m,1,No info,13439,2,3,1645,Summer,0,0,0,Mrng,Friday,0,13439.0,9,3,Very High,Banglore → New Delhi,1,0,5,1,2
2667,IndiGo,2019-05-01,Kolkata,Banglore,CCU → BLR,1900-01-01 20:20:00,2026-02-07 22:55:00,2h 35m,0,No info,4804,1,5,155,Summer,0,0,0,Evng,Wednesday,0,4804.0,22,5,Low,Kolkata → Banglore,3,3,0,1,1
2668,Air India,2019-05-12,Kolkata,Banglore,CCU → BOM → GOI → BLR,1900-01-01 09:25:00,2026-02-07 05:35:00,20h 10m,2,No info,11642,3,5,1210,Summer,0,0,0,Mrng,Sunday,1,11642.0,5,5,High,Kolkata → Banglore,1,3,0,1,2
2669,IndiGo,2019-06-18,Banglore,Delhi,BLR → DEL,1900-01-01 00:25:00,2026-02-07 03:15:00,2h 50m,0,No info,3419,1,6,170,Monsoon,0,0,0,Nyt,Tuesday,0,3419.0,3,6,Low,Banglore → Delhi,3,0,2,0,3
2670,IndiGo,2019-05-21,Kolkata,Banglore,CCU → RPR → HYD → BLR,1900-01-01 06:35:00,2026-02-07 12:10:00,5h 35m,2,No info,6103,3,5,335,Summer,0,0,0,Mrng,Tuesday,0,6103.0,12,5,Medium,Kolkata → Banglore,3,3,0,1,2
2671,Air India,2019-05-09,Kolkata,Banglore,CCU → DEL → COK → BLR,1900-01-01 07:00:00,2026-02-07 01:20:00,18h 20m,2,No info,13033,3,5,1100,Summer,0,0,0,Mrng,Thursday,0,13033.0,1,5,Very High,Kolkata → Banglore,1,3,0,1,2
2672,Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → JDH → DEL,1900-01-01 08:55:00,2026-02-07 15:55:00,7h,2,In-flight meal not included,11245,3,3,420,Summer,0,0,0,Mrng,Monday,0,11245.0,15,3,High,Banglore → New Delhi,4,0,5,1,2
2673,Jet Airways,2019-04-01,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 06:30:00,2026-02-07 12:00:00,5h 30m,1,In-flight meal not included,10056,2,4,330,Summer,0,0,0,Mrng,Monday,0,10056.0,12,4,High,Kolkata → Banglore,4,3,0,1,2
2674,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,1900-01-01 20:25:00,2026-02-07 14:25:00,18h,1,In-flight meal not included,10539,2,6,1080,Monsoon,0,0,0,Evng,Thursday,0,10539.0,14,6,High,Kolkata → Banglore,4,3,0,0,1
2675,IndiGo,2019-03-18,Chennai,Kolkata,MAA → CCU,1900-01-01 22:05:00,2026-02-07 00:25:00,2h 20m,0,No info,5277,1,3,140,Summer,0,0,0,Nyt,Monday,0,5277.0,0,3,Medium,Chennai → Kolkata,3,1,4,1,3
2676,Air India,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,1900-01-01 10:00:00,2026-02-07 23:15:00,13h 15m,1,No info,11936,2,5,795,Summer,0,0,0,Mrng,Tuesday,0,11936.0,23,5,High,Kolkata → Banglore,1,3,0,1,2
2678,Vistara,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,1900-01-01 17:00:00,2026-02-07 20:20:00,27h 20m,1,No info,8820,2,6,1640,Monsoon,0,0,0,Evng,Thursday,0,8820.0,20,6,High,Kolkata → Banglore,9,3,0,0,1
2679,Jet Airways,2019-05-09,Delhi,Cochin,DEL → BOM → COK,1900-01-01 15:00:00,2026-02-07 12:35:00,21h 35m,1,In-flight meal not included,12373,2,5,1295,Summer,0,0,0,Aft,Thursday,0,12373.0,12,5,Very High,Delhi → Cochin,4,2,1,1,0
2680,Jet Airways,2019-06-01,Delhi,Cochin,DEL → BOM → COK,1900-01-01 09:00:00,2026-02-07 12:35:00,27h 35m,1,In-flight meal not included,10262,2,6,1655,Monsoon,0,0,0,Mrng,Saturday,1,10262.0,12,6,High,Delhi → Cochin,4,2,1,0,2
2681,Jet Airways,2019-06-03,Mumbai,Hyderabad,BOM → HYD,1900-01-01 07:05:00,2026-02-07 08:30:00,1h 25m,0,In-flight meal not included,4995,1,6,85,Monsoon,0,0,0,Mrng,Monday,0,4995.0,8,6,Low,Mumbai → Hyderabad,4,4,3,0,2
2682,Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,1900-01-01 21:50:00,2026-02-07 19:45:00,21h 55m,1,In-flight meal not included,7438,2,3,1315,Summer,0,0,0,Nyt,Wednesday,0,7438.0,19,3,Medium,Delhi → Cochin,4,2,1,1,3
2683,IndiGo,2019-03-21,Kolkata,Banglore,CCU → BLR,1900-01-01 05:30:00,2026-02-07 08:20:00,2h 50m,0,No info,4148,1,3,170,Summer,0,0,0,Mrng,Thursday,0,4148.0,8,3,Low,Kolkata → Banglore,3,3,0,1,2
2684,IndiGo,2019-05-27,Chennai,Kolkata,MAA → CCU,1900-01-01 14:45:00,2026-02-07 17:05:00,2h 20m,0,No info,3597,1,5,140,Summer,0,0,0,Aft,Monday,0,3597.0,17,5,Low,Chennai → Kolkata,3,1,4,1,0
2685,Air Asia,2019-05-01,Kolkata,Banglore,CCU → DEL → BLR,1900-01-01 07:35:00,2026-02-07 23:30:00,15h 55m,1,No info,5192,2,5,955,Summer,0,0,0,Mrng,Wednesday,0,5192.0,23,5,Low,Kolkata → Banglore,0,3,0,1,2
2686,Jet Airways,2019-03-06,Banglore,New Delhi,BLR → BOM → DEL,1900-01-01 08:00:00,2026-02-07 20:20:00,12h 20m,1,No info,16736,2,3,740,Summer,0,0,0,Mrng,Wednesday,0,16736.0,20,3,Very High,Banglore → New Delhi,4,0,5,1,2
2687,Multiple carriers,2019-06-01,Delhi,Cochin,DEL → BOM → COK,1900-01-01 13:00:00,2026-02-07 21:00:00,8h,1,No info,7933,2,6,480,Monsoon,0,0,0,Aft,Saturday,1,7933.0,21,6,Medium,Delhi → Cochin,5,2,1,0,0
2688,Air India,2019-05-18,Delhi,Cochin,DEL → BOM → COK,1900-01-01 08:00:00,2026-02-07 19:15:00,11h 15m,1,No info,8879,2,5,675,Summer,0,0,0,Mrng,Saturday,1,8879.0,19,5,High,Delhi → Cochin,1,2,1,1,2
2689,IndiGo,2019-05-12,Delhi,Cochin,DEL → COK,1900-01-01 14:25:00,2026-02-07 17:40:00,3h 15m,0,No info,5000,1,5,195,Summer,0,0,0,Aft,Sunday,1,5000.0,17,5,Low,Delhi → Cochin,3,2,1,1,0
2690,Vistara,2019-05-06,Kolkata,Banglore,CCU → DEL → BLR,1900-01-01 17:00:00,2026-02-07 09:05:00,16h 5m,1,No info,8137,2,5,965,Summer,0,0,0,Evng,Monday,0,8137.0,9,5,High,Kolkata → Banglore,9,3,0,1,1
2691,Air India,2019-03-09,Delhi,Cochin,DEL → CCU → BOM → COK,1900-01-01 16:55:00,2026-02-07 19:15:00,26h 20m,2,No info,22096,3,3,1580,Summer,0,0,0,Aft,Saturday,1,18766.85,19,3,Very High,Delhi → Cochin,1,2,1,1,0
2692,SpiceJet,2019-03-24,Banglore,New Delhi,BLR → DEL,1900-01-01 05:45:00,2026-02-07 08:35:00,2h 50m,0,No check-in baggage included,4273,1,3,170,Summer,0,0,0,Mrng,Sunday,1,4273.0,8,3,Low,Banglore → New Delhi,7,0,5,1,2
2694,IndiGo,2019-04-15,Kolkata,Banglore,CCU → BBI → BLR,1900-01-01 19:35:00,2026-02-07 23:15:00,3h 40m,1,No info,4226,2,4,220,Summer,0,0,0,Evng,Monday,0,4226.0,23,4,Low,Kolkata → Banglore,3,3,0,1,1
2695,Jet Airways,2019-05-01,Kolkata,Banglore,CCU → BOM → BLR,1900-01-01 08:25:00,2026-02-07 16:20:00,7h 55m,1,In-flight meal not included,10844,2,5,475,Summer,0,0,0,Mrng,Wednesday,0,10844.0,16,5,High,Kolkata → Banglore,4,3,0,1,2
2696,IndiGo,2019-06-12,Mumbai,Hyderabad,BOM → HYD,1900-01-01 12:00:00,2026-02-07 13:30:00,1h 30m,0,No info,2754,1,6,90,Monsoon,0,0,0,Aft,Wednesday,0,2754.0,13,6,Low,Mumbai → Hyderabad,3,4,3,0,0
2697,IndiGo,2019-06-06,Kolkata,Banglore,CCU → VTZ → BLR,1900-01-01 10:30:00,2026-02-07 16:05:00,5h 35m,1,No info,6301,2,6,335,Monsoon,0,0,0,Mrng,Thursday,0,6301.0,16,6,Medium,Kolkata → Banglore,3,3,0,0,2
2698,Air India,2019-05-18,Kolkata,Banglore,CCU → BOM → COK → BLR,1900-01-01 09:25:00,2026-02-07 13:45:00,28h 20m,2,No info,13222,3,5,1700,Summer,0,0,0,Mrng,Saturday,1,13222.0,13,5,Very High,Kolkata → Banglore,1,3,0,1,2
2699,Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,1900-01-01 17:30:00,2026-02-07 12:35:00,19h 5m,1,In-flight meal not included,12898,2,5,1145,Summer,0,0,0,Evng,Tuesday,0,12898.0,12,5,Very High,Delhi → Cochin,4,2,1,1,1
2700,Air India,2019-03-12,Banglore,New Delhi,BLR → BOM → DEL,1900-01-01 06:45:00,2026-02-07 20:35:00,13h 50m,1,No info,12127,2,3,830,Summer,0,0,0,Mrng,Tuesday,0,12127.0,20,3,High,Banglore → New Delhi,1,0,5,1,2
2701,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,1900-01-01 20:25:00,2026-02-07 22:05:00,25h 40m,1,No info,13067,2,5,1540,Summer,0,0,0,Evng,Tuesday,0,13067.0,22,5,Very High,Kolkata → Banglore,4,3,0,1,1
2702,Air India,2019-04-01,Kolkata,Banglore,CCU → GAU → DEL → BLR,1900-01-01 16:45:00,2026-02-07 20:25:00,27h 40m,2,No info,9920,3,4,1660,Summer,0,0,0,Aft,Monday,0,9920.0,20,4,High,Kolkata → Banglore,1,3,0,1,0
2703,GoAir,2019-04-01,Banglore,Delhi,BLR → DEL,1900-01-01 07:45:00,2026-02-07 10:40:00,2h 55m,0,No info,4239,1,4,175,Summer,0,0,0,Mrng,Monday,0,4239.0,10,4,Low,Banglore → Delhi,2,0,2,1,2
2704,Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,1900-01-01 21:50:00,2026-02-07 19:00:00,21h 10m,1,No info,14714,2,6,1270,Monsoon,0,0,0,Nyt,Thursday,0,14714.0,19,6,Very High,Delhi → Cochin,4,2,1,0,3
2705,IndiGo,2019-05-06,Kolkata,Banglore,CCU → NAG → BLR,1900-01-01 18:05:00,2026-02-07 23:30:00,5h 25m,1,No info,6218,2,5,325,Summer,0,0,0,Evng,Monday,0,6218.0,23,5,Medium,Kolkata → Banglore,3,3,0,1,1
2706,IndiGo,2019-03-01,Chennai,Kolkata,MAA → CCU,1900-01-01 05:15:00,2026-02-07 07:35:00,2h 20m,0,No info,7295,1,3,140,Summer,0,0,0,Mrng,Friday,0,7295.0,7,3,Medium,Chennai → Kolkata,3,1,4,1,2
2707,Multiple carriers,2019-06-09,Delhi,Cochin,DEL → BOM → COK,1900-01-01 03:50:00,2026-02-07 11:30:00,7h 40m,1,No info,7408,2,6,460,Monsoon,0,0,0,Nyt,Sunday,1,7408.0,11,6,Medium,Delhi → Cochin,5,2,1,0,3
2708,Jet Airways,2019-06-09,Kolkata,Banglore,CCU → DEL → BLR,1900-01-01 09:35:00,2026-02-07 18:00:00,8h 25m,1,In-flight meal not included,13994,2,6,505,Monsoon,0,0,0,Mrng,Sunday,1,13994.0,18,6,Very High,Kolkata → Banglore,4,3,0,0,2
2709,IndiGo,2019-05-15,Kolkata,Banglore,CCU → BLR,1900-01-01 14:25:00,2026-02-07 16:55:00,2h 30m,0,No info,5224,1,5,150,Summer,0,0,0,Aft,Wednesday,0,5224.0,16,5,Medium,Kolkata → Banglore,3,3,0,1,0
2710,SpiceJet,2019-03-09,Mumbai,Hyderabad,BOM → HYD,1900-01-01 05:45:00,2026-02-07 07:05:00,1h 20m,0,No info,4391,1,3,80,Summer,0,0,0,Mrng,Saturday,1,4391.0,7,3,Low,Mumbai → Hyderabad,7,4,3,1,2
2711,Air India,2019-05-18,Kolkata,Banglore,CCU → DEL → AMD → BLR,1900-01-01 10:00:00,2026-02-07 05:25:00,19h 25m,2,No info,14109,3,5,1165,Summer,0,0,0,Mrng,Saturday,1,14109.0,5,5,Very High,Kolkata → Banglore,1,3,0,1,2
2712,SpiceJet,2019-04-27,Banglore,Delhi,BLR → DEL,1900-01-01 09:30:00,2026-02-07 12:20:00,2h 50m,0,No check-in baggage included,4885,1,4,170,Summer,0,0,0,Mrng,Saturday,1,4885.0,12,4,Low,Banglore → Delhi,7,0,2,1,2
2713,Jet Airways,2019-06-01,Banglore,Delhi,BLR → DEL,1900-01-01 08:20:00,2026-02-07 11:20:00,3h,0,No info,8016,1,6,180,Monsoon,0,0,0,Mrng,Saturday,1,8016.0,11,6,Medium,Banglore → Delhi,4,0,2,0,2
2714,Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,1900-01-01 06:00:00,2026-02-07 12:35:00,6h 35m,1,No info,12524,2,6,395,Monsoon,0,0,0,Mrng,Monday,0,12524.0,12,6,Very High,Delhi → Cochin,5,2,1,0,2
2715,Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,1900-01-01 02:15:00,2026-02-07 18:50:00,16h 35m,1,In-flight meal not included,6017,2,3,995,Summer,0,0,0,Nyt,Wednesday,0,6017.0,18,3,Medium,Delhi → Cochin,4,2,1,1,3
2717,SpiceJet,2019-04-01,Banglore,Delhi,BLR → DEL,1900-01-01 21:10:00,2026-02-07 00:05:00,2h 55m,0,No info,3625,1,4,175,Summer,0,0,0,Nyt,Monday,0,3625.0,0,4,Low,Banglore → Delhi,7,0,2,1,3
2718,Air India,2019-03-09,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,1900-01-01 05:15:00,2026-02-07 19:15:00,38h,3,No info,15586,4,3,2280,Summer,0,0,0,Mrng,Saturday,1,15586.0,19,3,Very High,Delhi → Cochin,1,2,1,1,2
